Shoe,Colorway,Date,Player,Min,Points,Rebounds,Assists,Steals,Blocks
Air Jordan 38 Low,Air Jordan 38 Low,2024-12-06,Jett Howard,16,5,1,0,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-12-03,Jett Howard,11,0,3,1,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-12-02,Talen Horton-Tucker,17,11,4,2,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-12-01,Jett Howard,9,0,0,0,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-11-29,Ousmane Diop,9,2,1,0,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-11-29,Talen Horton-Tucker,13,16,0,0,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-11-29,Jett Howard,16,8,2,0,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-11-27,Jett Howard,4,0,0,0,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-11-26,Talen Horton-Tucker,15,13,1,2,1,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-11-23,Talen Horton-Tucker,17,10,2,5,0,2
Air Jordan 38 Low,Air Jordan 38 Low,2024-11-21,Ousmane Diop,8,2,1,1,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-11-20,Talen Horton-Tucker,1,0,1,0,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-11-17,Talen Horton-Tucker,9,12,4,2,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-11-15,Talen Horton-Tucker,0,0,0,0,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-11-08,Brandon Ingram,26,11,5,5,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-11-07,Talen Horton-Tucker,18,13,5,2,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-11-07,Brice Sensabaugh,3,6,1,0,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-11-06,Brandon Ingram,38,20,5,5,1,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-11-06,Jett Howard,3,0,0,0,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-11-06,Talen Horton-Tucker,16,8,2,4,0,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-11-04,Brandon Ingram,33,27,5,7,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-11-04,Jett Howard,11,0,0,0,0,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-11-04,Brice Sensabaugh,10,2,1,0,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-11-04,Talen Horton-Tucker,28,10,6,4,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-11-03,Brandon Ingram,29,32,7,2,1,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-11-03,Jett Howard,22,12,1,0,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-11-02,Brice Sensabaugh,16,10,0,1,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-11-01,Talen Horton-Tucker,7,3,0,1,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-11-01,Brandon Ingram,35,26,6,7,1,2
Air Jordan 38 Low,Air Jordan 38 Low,2024-10-31,Brice Sensabaugh,14,5,3,1,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-10-30,Brandon Ingram,32,14,5,6,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-10-29,Brandon Ingram,31,30,4,2,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-10-28,Jett Howard,8,0,2,1,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-10-28,Cam Whitmore,12,4,1,0,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-10-28,Bradley Beal,35,15,3,4,2,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-10-27,Brandon Ingram,31,14,8,6,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-10-26,Jett Howard,11,11,2,0,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-10-25,Brandon Ingram,35,21,8,4,2,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-10-23,Jett Howard,5,0,1,0,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-10-23,Brandon Ingram,31,33,7,2,2,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-10-23,Cam Whitmore,8,4,0,0,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-10-17,Ousmane Diop,8,0,2,2,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-10-15,Ousmane Diop,20,14,5,1,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-10-11,Ousmane Diop,9,4,6,0,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-09-19,Satou Sabally,31,25,7,7,1,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-09-15,Satou Sabally,37,27,9,6,1,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-09-13,Satou Sabally,36,18,7,6,2,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-09-12,Satou Sabally,17,4,3,1,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-08-30,Satou Sabally,36,18,8,6,2,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-08-27,Satou Sabally,38,28,7,5,2,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-08-21,Rhyne Howard,34,19,2,3,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-08-18,Dana Evans,11,2,0,1,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-08-15,Dana Evans,23,14,1,1,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-08-01,Nirra Fields,5,0,1,0,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-07-29,Nirra Fields,5,2,1,0,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-06-28,Dearica Hamby,31,29,7,3,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-06-27,Dana Evans,5,0,0,0,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-06-23,Crystal Dangerfield,13,9,3,0,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-06-21,Crystal Dangerfield,11,0,2,1,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-06-16,Crystal Dangerfield,4,0,0,0,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-06-13,Crystal Dangerfield,8,3,0,2,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-06-12,Dana Evans,23,5,1,5,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-06-11,Crystal Dangerfield,22,4,3,2,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-06-08,Crystal Dangerfield,23,0,1,3,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-06-06,Dana Evans,13,0,1,4,0,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-06-06,Crystal Dangerfield,12,0,0,2,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-06-02,Crystal Dangerfield,17,2,1,3,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-05-30,Mike Conley,20,7,4,2,2,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-05-26,Dearica Hamby,38,19,13,4,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-05-25,Obi Toppin,23,4,3,3,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-05-23,Obi Toppin,21,11,3,0,0,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-05-22,Mike Conley,30,6,3,3,2,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-05-21,Obi Toppin,21,15,4,2,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-05-19,Mike Conley,38,10,8,4,2,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-05-19,Obi Toppin,15,3,3,4,0,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-05-18,Crystal Dangerfield,19,10,1,4,0,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-05-18,Dana Evans,30,12,1,6,1,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-05-17,Obi Toppin,18,11,4,1,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-05-16,Mike Conley,31,13,4,5,0,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-05-15,Dana Evans,30,10,3,6,0,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-05-15,Crystal Dangerfield,15,6,1,2,1,2
Air Jordan 38 Low,Air Jordan 38 Low,2024-05-14,Obi Toppin,20,7,5,2,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-05-12,Obi Toppin,18,14,1,2,1,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-05-12,Mike Conley,34,15,2,9,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-05-10,Obi Toppin,19,2,1,3,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-05-08,Obi Toppin,19,20,3,1,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-05-06,Obi Toppin,19,12,6,3,0,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-05-02,Obi Toppin,24,21,8,2,0,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-05-01,Bam Adebayo,36,23,5,6,2,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-30,Obi Toppin,22,12,6,4,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-29,Brandon Ingram,38,8,4,6,2,2
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-28,Obi Toppin,16,13,2,0,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-28,Mike Conley,33,10,4,7,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-27,Brandon Ingram,36,19,4,1,1,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-27,Bam Adebayo,38,20,9,3,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-26,Obi Toppin,17,15,6,0,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-26,Mike Conley,34,15,4,7,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-24,Brandon Ingram,32,18,4,3,1,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-24,Bam Adebayo,39,21,10,2,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-23,Mike Conley,31,18,4,4,2,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-23,Bradley Beal,42,14,4,6,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-23,Obi Toppin,20,9,8,0,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-22,Peyton Watson,11,2,1,2,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-21,Bam Adebayo,36,24,6,3,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-21,Brandon Ingram,37,12,6,3,0,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-21,Obi Toppin,13,4,5,0,0,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-20,Bradley Beal,37,15,2,6,3,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-20,Mike Conley,27,4,3,7,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-19,Brandon Ingram,37,24,6,6,0,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-19,Bam Adebayo,31,13,4,4,0,2
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-17,Bam Adebayo,30,10,12,1,0,2
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-16,Brandon Ingram,24,11,4,4,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-14,Bam Adebayo,19,17,6,2,3,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-14,Bruce Brown,20,6,0,0,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-14,Bradley Beal,37,36,6,5,2,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-14,Brandon Ingram,23,13,5,0,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-14,Brice Sensabaugh,28,14,3,0,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-14,Cam Whitmore,35,21,6,5,0,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-14,Jett Howard,5,0,1,1,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-14,Paolo Banchero,35,26,11,7,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-14,Obi Toppin,12,7,2,3,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-14,Mike Conley,27,17,4,2,1,2
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-12,Obi Toppin,15,10,2,6,2,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-12,Talen Horton-Tucker,28,12,1,4,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-12,Brice Sensabaugh,20,9,3,1,1,2
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-12,Bradley Beal,33,20,9,4,2,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-12,Cam Whitmore,25,11,5,4,2,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-12,Bam Adebayo,25,19,6,3,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-12,Bruce Brown,21,14,4,4,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-12,Mike Conley,30,13,6,10,2,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-11,Talen Horton-Tucker,28,16,5,5,0,2
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-11,Cam Whitmore,26,18,4,4,0,2
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-11,Brice Sensabaugh,24,17,6,3,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-10,Bradley Beal,33,26,5,4,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-10,Mike Conley,30,19,4,2,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-10,Jett Howard,6,3,0,1,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-10,Bam Adebayo,29,8,3,0,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-09,Bruce Brown,27,16,3,5,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-09,Obi Toppin,21,23,6,2,1,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-09,Bam Adebayo,47,10,7,7,3,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-09,Harrison Barnes,26,10,6,0,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-09,Mike Conley,28,15,2,3,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-09,Bradley Beal,39,19,7,3,1,5
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-09,Brice Sensabaugh,20,10,5,2,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-09,Cam Whitmore,5,2,0,0,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-09,Paolo Banchero,36,21,7,6,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-09,Jett Howard,1,0,0,1,0,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-09,Talen Horton-Tucker,32,24,3,2,1,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-07,Bam Adebayo,37,20,12,3,0,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-07,Bradley Beal,38,33,3,5,0,2
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-07,Mike Conley,25,7,4,6,2,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-07,Brice Sensabaugh,27,9,3,3,0,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-07,Harrison Barnes,11,2,0,0,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-07,Obi Toppin,15,13,3,2,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-07,Paolo Banchero,35,24,6,5,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-05,Harrison Barnes,28,10,5,1,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-05,Devonte' Graham,24,20,2,5,3,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-05,Obi Toppin,25,15,8,1,2,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-05,Talen Horton-Tucker,26,17,3,1,2,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-05,Brice Sensabaugh,13,4,4,1,0,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-05,Bradley Beal,26,14,3,2,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-05,Mike Conley,24,5,0,3,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-05,Cam Whitmore,20,12,4,1,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-05,Bam Adebayo,33,18,12,6,1,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-04,Bam Adebayo,29,14,11,3,0,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-04,Harrison Barnes,14,0,1,0,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-03,Obi Toppin,20,14,8,1,1,3
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-02,Harrison Barnes,24,6,2,1,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-02,Brice Sensabaugh,30,22,7,4,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-02,Bruce Brown,28,5,6,1,2,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-02,Bam Adebayo,32,15,9,1,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-02,Mike Conley,29,14,2,6,3,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-02,Talen Horton-Tucker,12,12,1,0,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-01,Bradley Beal,39,13,9,6,2,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-04-01,Obi Toppin,18,14,4,3,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-31,Bam Adebayo,37,22,10,5,2,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-31,Bruce Brown,33,18,4,6,2,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-31,Brice Sensabaugh,33,22,4,3,2,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-31,Devonte' Graham,18,6,1,2,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-31,Harrison Barnes,29,24,2,2,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-31,Mike Conley,29,19,1,7,4,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-30,Paolo Banchero,30,13,9,7,0,4
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-29,Obi Toppin,16,7,2,0,0,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-29,Bradley Beal,30,15,3,2,1,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-29,Bam Adebayo,26,21,12,9,2,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-29,Mike Conley,31,23,3,8,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-29,Brice Sensabaugh,24,0,4,5,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-29,Harrison Barnes,39,20,6,2,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-27,Obi Toppin,11,5,1,2,1,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-27,Brice Sensabaugh,13,9,1,1,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-27,Mike Conley,24,9,0,7,2,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-27,Talen Horton-Tucker,4,0,0,2,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-27,Bradley Beal,36,10,4,7,1,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-27,Bruce Brown,20,3,0,1,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-26,Bam Adebayo,38,24,9,5,1,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-26,Harrison Barnes,24,7,5,3,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-25,Bruce Brown,21,10,2,1,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-25,Brice Sensabaugh,16,3,3,1,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-25,Obi Toppin,24,7,4,1,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-25,Harrison Barnes,26,6,3,1,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-25,Bradley Beal,30,9,5,6,2,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-24,Obi Toppin,19,11,3,1,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-24,Mike Conley,30,14,1,7,4,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-23,Bradley Beal,28,13,1,12,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-23,Brice Sensabaugh,27,16,4,4,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-23,Harrison Barnes,36,9,4,0,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-23,Bruce Brown,32,11,6,3,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-22,Bam Adebayo,29,12,10,1,0,2
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-22,Obi Toppin,14,8,3,0,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-22,Bruce Brown,28,10,3,5,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-22,Mike Conley,32,21,2,6,1,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-21,Brandon Ingram,21,14,4,3,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-21,Harrison Barnes,28,12,2,1,1,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-21,Bradley Beal,37,12,4,9,0,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-21,Brice Sensabaugh,19,3,8,5,1,2
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-20,Talen Horton-Tucker,15,8,2,2,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-20,Bradley Beal,36,3,6,7,1,2
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-20,Brice Sensabaugh,20,4,6,1,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-20,Obi Toppin,14,5,3,1,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-20,Bruce Brown,25,9,5,6,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-20,Harrison Barnes,19,16,2,1,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-19,Brandon Ingram,31,11,4,6,0,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-19,Mike Conley,29,13,6,5,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-19,Peyton Watson,16,2,3,0,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-18,Harrison Barnes,24,11,5,0,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-18,Talen Horton-Tucker,18,7,1,3,2,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-18,Brice Sensabaugh,14,3,1,3,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-18,Mike Conley,27,4,1,2,2,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-18,Obi Toppin,19,10,8,2,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-18,Bam Adebayo,31,20,13,6,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-17,Bruce Brown,22,12,0,4,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-17,Paolo Banchero,35,29,6,5,1,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-17,Peyton Watson,14,3,2,0,2,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-17,Bam Adebayo,37,20,17,3,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-17,Bradley Beal,37,28,4,7,1,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-16,Obi Toppin,17,6,3,2,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-16,Mike Conley,30,25,2,2,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-16,Brice Sensabaugh,26,8,7,2,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-16,Harrison Barnes,36,16,6,3,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-15,Brice Sensabaugh,28,14,4,2,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-15,Talen Horton-Tucker,19,5,0,5,1,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-15,Peyton Watson,22,10,3,2,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-15,Brandon Ingram,34,13,5,7,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-15,Bradley Beal,36,15,6,7,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-15,Bam Adebayo,28,22,9,2,2,3
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-15,Bruce Brown,29,12,4,5,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-14,Bradley Beal,35,22,3,7,1,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-13,Harrison Barnes,38,23,2,2,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-13,Brandon Ingram,32,20,5,5,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-13,Bruce Brown,33,17,4,5,2,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-13,Paolo Banchero,35,21,3,9,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-13,Obi Toppin,18,4,4,4,0,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-13,Bam Adebayo,34,17,13,3,1,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-13,Peyton Watson,22,6,3,2,0,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-12,Obi Toppin,18,10,4,1,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-12,Talen Horton-Tucker,17,5,2,0,2,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-12,Brice Sensabaugh,23,2,4,4,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-12,Mike Conley,27,23,3,3,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-12,Harrison Barnes,31,16,6,2,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-11,Bradley Beal,35,24,5,4,3,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-11,Bruce Brown,37,13,10,3,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-10,Obi Toppin,25,17,8,0,1,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-10,Paolo Banchero,37,19,5,5,2,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-10,Bam Adebayo,34,16,16,2,2,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-10,Brandon Ingram,31,7,7,10,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-10,Harrison Barnes,21,5,1,0,0,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-10,Mike Conley,28,9,3,6,1,0
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-09,Peyton Watson,26,12,5,0,1,1
Air Jordan 38 Low,Air Jordan 38 Low,2024-03-09,Brice Sensabaugh,31,16,2,3,3,0
